,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115438843|,0.000706351,0.000696886,0.000418321,0.000695827,0.000505313,0.000701145,0.000680307,0.000370306,0.000693442,0.00057881,0.000778382,0.00052772,0.00045493,0.000420548,0.000576049
gi|115438875|,0.000559121,0.000658696,0.000522056,0.000789158,0.00057252,0.000772236,0.000445058,0.000831752,0.000665218,0.00069808,0.000591161,0.000776931,0.000636072,0.000565266,0.000494815
gi|115438917|,0.000504878,0.000800229,0.000698033,0.000433304,0.000660517,0.000686547,0.000777565,0.000551161,0.000620375,0.000815869,0.000758844,0.000532579,0.000608968,0.000679672,0.000882807
gi|115438939|,0.000848969,0.000788611,0.000418347,0.000571594,0.000608375,0.000628357,0.00056943,0.000590471,0.00058383,0.000609916,0.000710852,0.00070543,0.000489995,0.000646058,0.000504974
gi|115438947|,0.000617719,0.000763562,0.000718015,0.000731807,0.000673013,0.000804431,0.000609773,0.000685104,0.000545758,0.000548006,0.000621577,0.000864907,0.000770858,0.000691977,0.000781337
gi|115438975|,0.000701667,0.000716726,0.000369225,0.000654754,0.000891197,0.000660048,0.000960179,0.000579015,0.000630098,0.000426094,0.000861194,0.000526985,0.000691457,0.000401176,0.000394803
gi|115438993|,0.000823408,0.000862358,0.000421444,0.000866549,0.000727918,0.000771545,0.000730508,0.000601583,0.000399869,0.000750224,0.000368335,0.000508437,0.000702047,0.00072302,0.000525458
gi|115439055|,0.000791986,0.000796164,0.000806042,0.000711798,0.000518669,0.00065676,0.000406728,0.000512213,0.000610319,0.000539304,0.000569958,0.000578323,0.0007751,0.000890342,0.000706083
gi|115439131|,0.000641705,0.000730073,0.000662492,0.000619167,0.000546866,0.000686354,0.000778356,0.000713164,0.000646468,0.000590595,0.000614059,0.000579905,0.000830187,0.000634689,0.000516757
gi|115439209|,0.000738146,0.000549216,0.000734871,0.000894932,0.000617516,0.000500411,0.000581125,0.000677243,0.00065343,0.000547597,0.000588787,0.000539865,0.000493616,0.000447991,0.000865984
gi|115439213|,0.000502707,0.000725355,0.000680836,0.000552641,0.000577247,0.000799074,0.000635828,0.000671879,0.000790668,0.000819711,0.000409927,0.00040592,0.00035945,0.000797698,0.000710529
gi|115439241|,0.000588144,0.000629237,0.000622351,0.000852885,0.000574475,0.000758976,0.000307721,0.000667381,0.000497929,0.000786443,0.000688093,0.000534077,0.000558743,0.000470063,0.000633828
gi|115439261|,0.000609063,0.000666782,0.000667192,0.000605345,0.000402514,0.000694581,0.000675315,0.000714911,0.00073315,0.000509629,0.000593645,0.000773286,0.000470149,0.000516374,0.000701902
gi|115439267|,0.000813333,0.000642937,0.0007195,0.000653292,0.000586245,0.000426813,0.000778186,0.000547177,0.000595537,0.00077539,0.000705433,0.000545251,0.000797883,0.000861503,0.000420867
gi|115439441|,0.00084193,0.000724261,0.000633566,0.000508088,0.000727472,0.00058845,0.000587897,0.000736922,0.000526157,0.000525965,0.000472736,0.000568165,0.000836034,0.000701943,0.000538837
gi|115439513|,0.000798411,0.00070653,0.00067488,0.000683878,0.000973867,0.000965776,0.000688695,0.000681584,0.000535544,0.000513429,0.00071408,0.000630704,0.000614131,0.000489616,0.00059003
gi|115439533|,0.000691686,0.000552686,0.000625509,0.000651257,0.000645295,0.000575187,0.000796038,0.000552068,0.000692104,0.000431459,0.000542584,0.000592503,0.000663123,0.000778655,0.000500205
gi|115439541|,0.000813353,0.000678801,0.000634901,0.000513689,0.000670738,0.000666456,0.000603161,0.000679965,0.00065404,0.000696177,0.000598401,0.000627161,0.000598777,0.000714175,0.000578188
gi|115439545|,0.000699913,0.000855637,0.000560592,0.000625082,0.000583273,0.000645205,0.00054073,0.000863746,0.000699557,0.000601022,0.000566274,0.00048285,0.000530319,0.00080397,0.0004403
gi|115439565|,0.000777415,0.000866361,0.000571881,0.000580829,0.000733599,0.0007443,0.000580144,0.000637309,0.00065992,0.000596854,0.000607213,0.000627267,0.000555023,0.000718928,0.000618627
gi|115439621|,0.000645226,0.000560205,0.000641506,0.000577029,0.000572092,0.000493395,0.000659261,0.000779079,0.00056112,0.000684702,0.000650597,0.000448511,0.00048353,0.000829154,0.00072784
gi|115439647|,0.000691006,0.000673399,0.00058852,0.000641703,0.00079363,0.000662288,0.000677103,0.000535727,0.000708347,0.000563001,0.000892961,0.000746522,0.000570982,0.000677104,0.000484676
gi|115439655|,0.000565176,0.000345224,0.000530027,0.000822393,0.000535233,0.000640434,0.000595967,0.000601163,0.00063991,0.000820695,0.000367449,0.000823109,0.000851854,0.000813051,0.000493068
gi|115439833|,0.000692003,0.000535733,0.000689375,0.000681397,0.000455599,0.000624457,0.00050657,0.000457189,0.000765984,0.000629547,0.000457067,0.000640965,0.000554154,0.000574928,0.00077244
gi|115439865|,0.000553456,0.000524048,0.000457202,0.000726541,0.000433361,0.000429733,0.000784013,0.000438781,0.000714034,0.000758963,0.000876976,0.00084708,0.000572938,0.000851459,0.000679857
gi|115439869|,0.00052769,0.000377575,0.000644446,0.000545188,0.000562093,0.000760722,0.000754421,0.000732414,0.000505017,0.00062216,0.000555082,0.000759227,0.000636106,0.000773358,0.000708429
gi|115439877|,0.000720673,0.000624888,0.000459225,0.000803171,0.00030766,0.000507743,0.000885112,0.000643815,0.000749487,0.000537938,0.00069048,0.000566151,0.000572294,0.000351217,0.000568183
gi|115439933|,0.000823808,0.000711615,0.000380447,0.000523642,0.000718452,0.000709756,0.00063597,0.000841022,0.000728633,0.000626857,0.000486662,0.000479505,0.000665802,0.000780527,0.000480893
gi|115439983|,0.000610226,0.000628496,0.000465081,0.000801244,0.000686517,0.000817205,0.000616592,0.000435521,0.000583029,0.000396137,0.000677708,0.000558377,0.000762513,0.000520024,0.000697002
gi|115440043|,0.00073227,0.000530782,0.000630697,0.00056935,0.000834736,0.000472434,0.000615411,0.000786594,0.000658382,0.000645557,0.000605923,0.000651314,0.000649862,0.000546909,0.000783636
gi|115440075|,0.000823454,0.00065713,0.000934095,0.000482342,0.000598132,0.000531254,0.000767872,0.000484497,0.000949499,0.000559448,0.000777238,0.000513905,0.000633239,0.000752824,0.000727222
gi|115440119|,0.000544998,0.000868298,0.000489937,0.000755917,0.000697816,0.000659136,0.000737731,0.000606119,0.000482552,0.000498995,0.000450961,0.000703051,0.000586724,0.000719878,0.000796044
gi|115440133|,0.000454934,0.000608921,0.000602292,0.000938358,0.000600327,0.000606037,0.000638421,0.000536597,0.000784353,0.000755665,0.000598128,0.000750646,0.000453945,0.000802806,0.000700598
gi|115440273|,0.00058217,0.000421349,0.000912875,0.000605101,0.000885337,0.000676342,0.000353084,0.000569487,0.000693794,0.000502931,0.000664625,0.000901468,0.000599693,0.000694211,0.000667586
gi|115440369|,0.000756632,0.000794077,0.000576184,0.000574702,0.000497414,0.000699803,0.000454499,0.000619439,0.000442427,0.000691862,0.000786583,0.000457643,0.0006391,0.00063957,0.000648244
gi|115440423|,0.000677904,0.000770457,0.000833097,0.000648708,0.000520815,0.000515929,0.00078833,0.000633735,0.000673906,0.000542423,0.000751662,0.000736824,0.000479974,0.000407754,0.000706399
gi|115440489|,0.000658667,0.000625057,0.000828363,0.000459912,0.000369909,0.000753548,0.000755355,0.000904875,0.000490957,0.000726849,0.000728804,0.000773468,0.000526175,0.000782461,0.000893057
gi|115440503|,0.000634407,0.00061921,0.000696539,0.000634486,0.000489095,0.000495301,0.000493488,0.000549055,0.000319767,0.000724312,0.000539188,0.000521767,0.000676445,0.000916934,0.000590847
gi|115440509|,0.000845265,0.000507125,0.000450055,0.000391219,0.000885127,0.000544618,0.000624403,0.000505735,0.000540197,0.000450963,0.000660102,0.000737583,0.000597239,0.000832344,0.000649967
gi|115440529|,0.000525445,0.000758787,0.000594721,0.000716491,0.00075384,0.000716495,0.000399769,0.000635188,0.000764128,0.000880799,0.000523814,0.000667983,0.000760975,0.000559732,0.000652188
gi|115440551|,0.000644269,0.000846911,0.000554506,0.000375233,0.000657663,0.000794972,0.000667237,0.000630702,0.00042778,0.000725011,0.000650922,0.000790278,0.00053093,0.000681448,0.000435955
gi|115440557|,0.000676806,0.000618133,0.000768852,0.000463904,0.000846908,0.00038879,0.000635631,0.000592854,0.000680572,0.00086642,0.000429191,0.00050103,0.000666875,0.000836839,0.000506607
gi|115440559|,0.000528394,0.00068256,0.000345614,0.000701062,0.000975423,0.00092419,0.000628602,0.000609988,0.000596393,0.000563934,0.000577329,0.000955219,0.00055758,0.000441463,0.000651633
gi|115440617|,0.000600563,0.00070528,0.000475157,0.00076095,0.000474779,0.000881638,0.000721214,0.000520159,0.000475025,0.000654872,0.000690512,0.000633633,0.00087769,0.000675802,0.000807629
gi|115440633|,0.000825479,0.000539715,0.000719842,0.00053308,0.000950113,0.000505228,0.000698112,0.000819885,0.000351822,0.00076643,0.000600146,0.000680302,0.000578768,0.000619584,0.000999411
gi|115440691|,0.000759316,0.000712695,0.000866824,0.000543322,0.000720512,0.00067295,0.000739976,0.000654677,0.000534898,0.000683959,0.000632003,0.000646182,0.000804922,0.000752334,0.000581495
gi|115440757|,0.000681286,0.000884021,0.000398316,0.000506575,0.000705485,0.000609763,0.000485553,0.000485833,0.000457309,0.000582355,0.000541423,0.000451259,0.000538509,0.00079909,0.000662301
gi|115440809|,0.000691729,0.000720442,0.000547738,0.000662324,0.000418368,0.000435864,0.000943248,0.000425265,0.000719905,0.000578111,0.000854659,0.000553916,0.000590808,0.000475902,0.000744084
gi|115440827|,0.000510549,0.0006973,0.000756526,0.000481794,0.000660966,0.000529382,0.000697737,0.000705304,0.00052861,0.00071213,0.000860626,0.000776624,0.000777905,0.000493894,0.000685208
gi|115440867|,0.000696153,0.000561396,0.00047869,0.00067711,0.000621175,0.000613687,0.000766015,0.000678613,0.000659268,0.000575448,0.000513049,0.000389541,0.000595679,0.000732722,0.000634155
gi|115440977|,0.000531273,0.000656213,0.000592181,0.0006685,0.000740756,0.000737907,0.000450995,0.000629269,0.000652666,0.000530554,0.000778599,0.000725322,0.000432503,0.000673048,0.000786674
gi|115441005|,0.00059271,0.000607813,0.000584684,0.000628532,0.000653463,0.000649271,0.000509959,0.000926778,0.00055218,0.00068336,0.000630936,0.000729913,0.000560365,0.000608586,0.000723392
gi|115441075|,0.000596836,0.000524846,0.000946103,0.000617772,0.000857338,0.000734162,0.000568097,0.000839396,0.000615644,0.000757197,0.000440125,0.000693149,0.000748971,0.000888363,0.00057118
gi|115441087|,0.000682789,0.00068587,0.000682006,0.000776771,0.000740669,0.000587602,0.000704336,0.000715402,0.000789748,0.000728264,0.00049919,0.000694135,0.000712834,0.000812016,0.000764889
gi|115441181|,0.000599807,0.00074367,0.000439232,0.000587276,0.00045429,0.000813173,0.000795579,0.000762119,0.000732417,0.000873846,0.00061022,0.000835735,0.000710168,0.000475068,0.00050587
gi|115441201|,0.000616062,0.000854973,0.000674077,0.000733399,0.000643038,0.000633668,0.000869043,0.000702668,0.000768584,0.00080482,0.000607187,0.000733608,0.000626076,0.000677698,0.000435764
gi|115441253|,0.000363395,0.000533371,0.000817334,0.000320736,0.000878856,0.000657163,0.00070347,0.000725568,0.000562631,0.000754063,0.000893613,0.000678864,0.000515254,0.000892553,0.000717539
gi|115441285|,0.000670797,0.00076962,0.000774548,0.000777216,0.000552298,0.00074144,0.00061009,0.000565166,0.000619642,0.000515646,0.000648048,0.000678744,0.000634131,0.000707895,0.000687256
gi|115441299|,0.000640405,0.000586616,0.000624331,0.000691003,0.000728331,0.000669233,0.000480042,0.000824497,0.000757935,0.000533932,0.00030682,0.00048246,0.00064783,0.000466703,0.000861817
gi|115441313|,0.000560545,0.000574477,0.000833304,0.000695118,0.000590817,0.000666496,0.000668251,0.000426591,0.000769353,0.000508053,0.000694848,0.000737351,0.000687471,0.000374799,0.000654034
gi|115441357|,0.0006336,0.000509606,0.000378299,0.000654889,0.000585502,0.000709416,0.000648179,0.000513087,0.000712808,0.000585518,0.000659625,0.000834579,0.000611325,0.000618753,0.00051547
gi|115441459|,0.000758098,0.000600602,0.00072454,0.000462982,0.000725709,0.000412126,0.000524651,0.000927457,0.000425498,0.000528165,0.000691393,0.00082501,0.000528849,0.000615556,0.000599541
gi|115441507|,0.000610223,0.000510785,0.000824454,0.000640002,0.000642216,0.000819176,0.000860333,0.000796176,0.000626214,0.000513757,0.000423023,0.000585336,0.000826647,0.000538877,0.000713852
gi|115441513|,0.000425659,0.000645599,0.000732701,0.000575875,0.000424884,0.000773829,0.000682998,0.000793599,0.000445652,0.000561884,0.000504461,0.000660665,0.000534443,0.000525087,0.000757365
gi|115441519|,0.000795023,0.000542181,0.000653406,0.000426927,0.000675843,0.000800286,0.000802792,0.000580873,0.000577982,0.00070996,0.000343461,0.000753865,0.000646788,0.00068494,0.00071818
gi|115441535|,0.000594118,0.00067863,0.000719573,0.000792683,0.000630974,0.000684783,0.000896259,0.000658234,0.000686798,0.000581524,0.000646244,0.000496859,0.000331836,0.000747657,0.000591252
gi|115441577|,0.000820841,0.000639494,0.000540074,0.000579146,0.000546228,0.000636039,0.000633379,0.000732314,0.00046066,0.000752272,0.000861017,0.000538737,0.000491728,0.000468018,0.000701899
gi|115441583|,0.000756236,0.000757787,0.000701472,0.000710781,0.000713767,0.000802405,0.000663033,0.00073716,0.000562349,0.000775188,0.000600083,0.000672576,0.000680417,0.000528664,0.000816975
gi|115441587|,0.000638301,0.000584334,0.000494386,0.000644101,0.000727413,0.0006248,0.000817137,0.000523966,0.000747806,0.0005021,0.000641024,0.000503951,0.000744959,0.000586642,0.000531352
gi|115441603|,0.000708221,0.000706031,0.000555379,0.000783351,0.000440246,0.000866019,0.000622866,0.000536757,0.000609017,0.000821692,0.000430709,0.000524816,0.000650786,0.000565982,0.000595805
gi|115441605|,0.000698471,0.000632938,0.000587013,0.000534903,0.000722384,0.000472007,0.000750398,0.000917415,0.000605919,0.000865782,0.00063078,0.000770011,0.000517405,0.000566042,0.000659163
gi|115441607|,0.000479203,0.000610793,0.000651911,0.000626009,0.000761615,0.000587505,0.000706196,0.000600404,0.000698895,0.000481477,0.00061496,0.000676338,0.00063285,0.000598575,0.000856633
gi|115441669|,0.000622309,0.000782051,0.000848989,0.000799883,0.000523276,0.000691788,0.000757931,0.000889855,0.000588773,0.000867825,0.000635926,0.000639651,0.000776892,0.000648852,0.000702632
gi|115441701|,0.000425946,0.001035861,0.000824371,0.000625481,0.000642297,0.000948118,0.000637103,0.000673674,0.000674496,0.00046086,0.00071542,0.000612412,0.000431415,0.00077078,0.000526608
gi|115441759|,0.000910873,0.00076744,0.000792888,0.000588087,0.000390222,0.000776292,0.000581394,0.000772103,0.000623997,0.000603854,0.000753951,0.000722653,0.000523866,0.000598771,0.000571146
gi|115441761|,0.000712927,0.000404225,0.000542845,0.000694434,0.000664558,0.000824163,0.000776751,0.000832847,0.000658865,0.00069811,0.000665333,0.000551114,0.000652325,0.000583349,0.000504134
gi|115441773|,0.00070449,0.000634681,0.000498501,0.000645056,0.000464931,0.000407622,0.00074733,0.00073949,0.000407129,0.000700956,0.000888186,0.000582182,0.000858186,0.000861416,0.00064211
gi|115441775|,0.000741679,0.000344843,0.000768749,0.000672322,0.000583211,0.000590186,0.000820947,0.000542122,0.000819031,0.000506617,0.000783295,0.000477442,0.00086278,0.000572495,0.000655846
gi|115441829|,0.000676454,0.000894328,0.000631991,0.000507999,0.000660628,0.000527554,0.000552787,0.000793505,0.000848976,0.000364339,0.000570755,0.000672168,0.00058853,0.000620948,0.000473372
gi|115441855|,0.000444679,0.00047165,0.000672369,0.000414314,0.000642446,0.000626119,0.000568936,0.000577916,0.000657855,0.000755987,0.000424963,0.000812972,0.000635087,0.000704734,0.000739476
gi|115441871|,0.000553216,0.000631644,0.000540916,0.000774226,0.000471616,0.000598898,0.000477086,0.000625612,0.000773074,0.000528981,0.000415554,0.000751407,0.00052371,0.000523372,0.000738308
gi|115441881|,0.000630297,0.000658451,0.000595029,0.000381481,0.000598842,0.000802788,0.000660477,0.000471965,0.000750174,0.000834304,0.000552237,0.000477265,0.000371029,0.000634391,0.000476233
gi|115441929|,0.000538374,0.000760246,0.000757751,0.000470521,0.000776825,0.000684853,0.000591993,0.000502505,0.000727809,0.000626036,0.000519051,0.000808704,0.000613441,0.000588762,0.000387877
gi|115441963|,0.000592678,0.000608058,0.000604691,0.000522919,0.000592447,0.000371392,0.000595986,0.000629541,0.000890397,0.000475434,0.000583342,0.000621654,0.000859319,0.00043254,0.00075711
gi|115442003|,0.00049753,0.00069857,0.000732417,0.00078443,0.000731661,0.000623809,0.000592013,0.000657597,0.000687683,0.000814817,0.000647311,0.000689474,0.000828047,0.000705211,0.000809089
gi|115442085|,0.000602723,0.000567842,0.000580488,0.000642442,0.00043053,0.000641739,0.000420134,0.000795612,0.000636559,0.000666147,0.000649899,0.000821666,0.000739352,0.000681121,0.000504124
gi|115442127|,0.000578797,0.000342228,0.000716601,0.000768193,0.000775668,0.000455603,0.000787117,0.000779188,0.000863078,0.000615766,0.000506836,0.000487432,0.000561653,0.000663062,0.000762269
gi|115442143|,0.000483304,0.000336074,0.000458889,0.000538965,0.000695671,0.000408315,0.000756935,0.000965528,0.000666907,0.0006814,0.000710688,0.000288224,0.000655372,0.000524217,0.000523067
gi|115442153|,0.000893126,0.000566268,0.000253073,0.00075739,0.000674409,0.000554371,0.000706716,0.00072956,0.000816006,0.00078083,0.000458941,0.000403758,0.00040405,0.00063919,0.000674965
gi|115442155|,0.000542589,0.000633204,0.000674271,0.001015288,0.000478504,0.000774641,0.000638935,0.000688882,0.000534163,0.000642343,0.000598269,0.000762223,0.000604406,0.000674575,0.000594947
gi|115442185|,0.000536154,0.000656503,0.000502016,0.000835767,0.000687689,0.000674816,0.000461977,0.000600077,0.000621137,0.000819565,0.000476328,0.000711984,0.000684416,0.00092322,0.000657368
gi|115442209|,0.000686299,0.000644484,0.000594415,0.000389789,0.00047713,0.000743993,0.000708423,0.000652725,0.000610615,0.000606368,0.00081153,0.000529685,0.000360206,0.000701242,0.000814735
gi|115442265|,0.000431558,0.000730232,0.000655067,0.000795602,0.000777922,0.000598429,0.000568681,0.000656759,0.0005683,0.00075589,0.000691399,0.000517603,0.000756463,0.000503272,0.000388555
gi|115442275|,0.000758756,0.000500486,0.000312723,0.000533777,0.000709446,0.000745727,0.000849877,0.000693932,0.000754995,0.000763294,0.000719466,0.000769827,0.000779316,0.00056081,0.000453388
gi|115442283|,0.000742371,0.00071649,0.00032839,0.000738128,0.000737342,0.000711151,0.000617847,0.000570685,0.00082813,0.000385918,0.000589521,0.000740343,0.000647053,0.000781611,0.000352977
gi|115442299|,0.000569043,0.000594112,0.000862783,0.000590659,0.000437547,0.000544312,0.000570774,0.000682119,0.000542378,0.00040418,0.000417714,0.000683623,0.000511288,0.000635871,0.000703597
