X,Description,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115436300|,Putative peroxidase (Putative uncharacterized protein) (Os01g0327400 protein) (Class III peroxidase 16) (EC 1.11.1.7),0.000322382,0.000272381,0.000265901,0.000338446,0.000707188,0.000823682,0.000323982,0.000779671,0.000569515,0.000696366,0.000819035,0.000913626,0.000361786,0.000451508,0.000374861
gi|115436320|,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),0.001893359,0.001551212,0.002158115,0.001285437,0.000954813,0.001266767,0.001242114,0.002257629,0.00224108,0.00095811,0.001094122,0.001231971,0.001314609,0.00180371,0.00170184
gi|115436368|,"cDNA clone:006-210-H07, full insert sequence (cDNA clone:J033126I16, full insert sequence) (Os01g0338000 protein) (Putative small GTP-binding protein Bsar1a) (Putative uncharacterized protein)",2.37E-05,2.42E-05,0.000321153,2.12E-05,2.17E-05,2.21E-05,2.88E-05,0.000373119,0.000419768,0.000149862,0.000153879,0.000226579,2.11E-05,2.06E-05,2.04E-05
gi|115436372|,Cyanobacteria-specific protein-like (Os01g0338600 protein),1.68E-05,1.72E-05,0.000197526,4.51E-05,0.000108007,0.000109824,0.000266006,0.000370712,0.000227806,4.56E-05,4.68E-05,4.39E-05,4.49E-05,1.46E-05,1.45E-05
gi|115436430|,"cDNA clone:J023090D07, full insert sequence (Os01g0348600 protein) (Putative tetrafunctional protein of glyoxysomal fatty acid beta-oxidation) (Putative uncharacterized protein)",3.29E-05,2.02E-05,6.53E-05,1.76E-05,6.03E-06,4.29E-05,0.000135983,4.83E-05,4.80E-05,2.97E-05,5.49E-05,8.57E-05,1.76E-05,7.44E-05,6.24E-05
gi|115436436|,Salt stress-induced protein (Salt protein) (Protein lectin-like) (Protein mannose-binding lectin),3.43E-05,3.51E-05,3.10E-05,3.07E-05,3.15E-05,3.20E-05,4.17E-05,3.60E-05,3.57E-05,0.000402826,0.000413623,0.000268317,3.05E-05,0.000149325,2.96E-05
gi|115436484|,Os01g0356000 Os01g0356000 protein,7.34E-05,7.51E-05,8.53E-05,9.38E-06,2.89E-05,9.79E-06,8.93E-05,1.10E-05,0.000163953,9.48E-06,9.73E-06,9.12E-06,9.34E-06,9.13E-06,9.05E-06
gi|115436488|,Os01g0356300 Os01g0356300 protein,4.52E-05,0.000231196,1.36E-05,1.35E-05,1.38E-05,1.41E-05,0.000164997,7.91E-05,7.85E-05,1.36E-05,1.40E-05,1.31E-05,4.02E-05,1.31E-05,1.30E-05
gi|115436500|,"Ferredoxin--nitrite reductase, chloroplastic (EC 1.7.7.1)",0.0008162,0.000688904,0.000980704,0.000616541,0.000923194,0.000554367,0.000414527,0.000607121,0.000833832,0.000794538,0.000551239,0.000612935,0.000444335,0.00050362,0.000567419
gi|115436538|,Esterase/lipase/thioesterase-like protein (Os01g0362100 protein),6.04E-05,6.18E-05,1.82E-05,5.40E-05,3.08E-05,3.13E-05,8.16E-06,7.04E-06,3.50E-05,6.06E-06,1.87E-05,1.75E-05,1.79E-05,5.26E-05,2.89E-05
gi|115436564|,"cDNA clone:002-173-F07, full insert sequence (Os01g0367100 protein) (Putative uncharacterized protein B1329D01.2) (Putative uncharacterized protein B1642C07.56) (Putative uncharacterized protein P0784G04.3)",0.000156283,0.000101718,8.98E-05,1.27E-05,1.30E-05,1.33E-05,5.19E-05,1.49E-05,7.40E-05,6.42E-05,9.22E-05,6.17E-05,1.26E-05,1.24E-05,1.23E-05
gi|115436616|,Putative asparagine-tRNA ligase (Os01g0372700 protein),0.00034205,0.000383971,0.000339137,8.21E-05,0.000145408,0.000303491,0.000111641,9.63E-05,9.56E-05,0.000399405,0.000177972,0.000427782,0.000141081,0.000239685,0.000179933
gi|115436646|,Probable sucrose-phosphatase 1 (OsSPP1) (EC 3.1.3.24),7.77E-05,3.40E-05,0.000250545,2.98E-05,7.12E-05,5.17E-05,0.000175451,0.000547241,0.000219603,9.02E-05,1.03E-05,2.89E-05,6.91E-05,8.69E-05,2.87E-05
gi|115436666|,"cDNA clone:J023072K01, full insert sequence (Os01g0382400 protein) (Putative pathogenesis-related protein)",2.85E-05,2.91E-05,2.57E-05,2.55E-05,0.000287512,2.66E-05,3.47E-05,2.99E-05,2.97E-05,0.000128688,0.000132137,2.48E-05,0.000126799,0.00012403,0.000122905
gi|115436780|,"cDNA clone:001-013-B04, full insert sequence (cDNA clone:001-029-A06, full insert sequence) (cDNA clone:001-038-G12, full insert sequence) (cDNA clone:001-039-G10, full insert sequence) (cDNA clone:006-311-B02, full insert sequence) (Os01g0501800 protein) (Putative 33kDa oxygen evolving protein of photosystem II) (Putative uncharacterized protein)",0.007536574,0.00801471,0.011599648,0.010813411,0.00979998,0.006582691,0.009642429,0.010142826,0.010068477,0.005914523,0.006934672,0.006341614,0.010308523,0.012066151,0.010819261
gi|115436818|,Os01g0505400 protein,0.000488829,0.000499962,0.00034862,0.00014572,0.000196676,0.000199985,0.000281689,0.000297022,0.000259106,0.000224653,0.000357943,0.000290677,0.000221356,0.000186656,0.000229356
gi|115436916|,"Os01g0510600 cDNA clone:001-039-H05, full insert sequence (Os01g0510600 protein) (Tetratricopeptide repeat(TPR)-containing protein-like)",1.46E-05,1.49E-05,0.000118746,6.53E-05,1.34E-05,6.81E-05,8.88E-05,0.00013796,7.61E-05,1.32E-05,1.35E-05,8.89E-05,1.30E-05,1.27E-05,1.26E-05
gi|115436940|,Os01g0511600 protein,0.000771834,0.000999923,0.00088317,0.000935674,0.00111712,0.001039924,0.000772037,0.000162012,0.001197249,0.000821145,0.000684068,0.000491915,0.001755579,0.001418588,0.001257757
gi|115437194|,"cDNA clone:001-025-F12, full insert sequence (cDNA clone:J013162A03, full insert sequence) (Os01g0528800 protein) (Putative cinnamyl alcohol dehydrogenase) (Putative uncharacterized protein)",0.000183697,0.000130071,8.94E-05,0.00029065,0.000246287,0.000329515,0.000120332,0.000192795,0.000191382,0.00021699,0.000196594,8.60E-05,0.000163498,0.000159928,0.000231621
gi|115437234|,"cDNA clone:001-208-G04, full insert sequence (Carboxymethylenebutenolidase-like protein) (Os01g0531500 protein)",0.000291582,0.000333308,0.000356367,0.000322117,0.00042482,0.000239982,0.000187793,0.000378028,0.000661167,0.000480292,0.00033408,0.000879485,0.000320584,0.000223988,0.00031074
gi|115437344|,Os01g0542000 protein,7.69E-05,0.000141582,0.000125051,4.13E-05,1.41E-05,7.17E-05,0.000130981,8.07E-05,0.000112171,6.95E-05,9.99E-05,6.68E-05,1.37E-05,4.02E-05,9.29E-05
gi|115437448|,DEAD-box ATP-dependent RNA helicase 15 (EC 3.6.1.-),7.53E-05,7.70E-05,4.86E-05,2.88E-05,2.96E-05,0.000110309,0.000143867,0.00010155,3.36E-05,0.000145669,0.000169516,4.67E-05,0.000105256,0.000102957,6.49E-05
gi|115437502|,Os01g0552300 Probable protein phosphatase 2C 5 (OsPP2C05) (EC 3.1.3.16),1.25E-05,6.39E-05,1.13E-05,3.35E-05,1.15E-05,1.17E-05,0.000106481,3.94E-05,6.51E-05,3.39E-05,1.16E-05,1.09E-05,1.11E-05,3.27E-05,7.55E-05
gi|115437604|,Os01g0558600 Ras-related protein RIC1,2.32E-05,2.37E-05,0.000397754,2.07E-05,2.13E-05,2.16E-05,0.000986724,0.001094482,0.000651875,2.09E-05,0.000279425,0.000302106,2.06E-05,2.02E-05,0.000139948
gi|115437678|,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),0.000209449,0.000236768,0.000149373,8.87E-05,0.000151686,0.000257064,1.34E-05,3.47E-05,0.000195241,0.00020911,5.11E-05,8.62E-05,0.000147172,4.80E-05,8.56E-05
gi|115437756|,Os01g0570700 Os01g0570700 protein (Fragment),0.000194224,7.64E-05,1.35E-05,1.34E-05,1.37E-05,4.18E-05,0.000381684,0.000360646,0.00026461,9.45E-05,1.39E-05,1.30E-05,3.99E-05,1.30E-05,1.29E-05
gi|115437808|,"cDNA clone:J013000J16, full insert sequence (Os01g0574600 protein) (Oxidoreductase-like)",0.000314648,0.000413761,0.000338379,0.000254591,0.000206171,0.000153736,0.00030987,0.000801991,0.000733672,0.000230084,0.000208457,9.12E-05,0.000306722,0.000169578,0.000245599
gi|115437816|,Os01g0575000 protein,1.73E-05,2.95E-05,5.21E-06,5.16E-06,1.59E-05,3.77E-05,3.51E-05,3.03E-05,6.61E-05,2.61E-05,2.67E-05,1.50E-05,5.13E-06,2.51E-05,4.98E-06
gi|115437984|,Os01g0587000 Probable V-type proton ATPase subunit d (V-ATPase subunit d) (Vacuolar proton pump subunit d),0.000115018,1.31E-05,8.08E-05,1.14E-05,1.17E-05,3.58E-05,0.00010883,6.71E-05,0.000146459,1.15E-05,1.19E-05,1.11E-05,3.41E-05,1.11E-05,1.10E-05
gi|115438000|,"cDNA clone:006-205-B06, full insert sequence (cDNA clone:J023068C08, full insert sequence) (Os01g0588200 protein) (Putative porin) (Putative uncharacterized protein)",0.00026158,0.000231866,0.000110273,7.80E-05,1.60E-05,8.13E-05,2.12E-05,0.000201326,0.000236187,7.88E-05,0.000145571,0.000166714,1.55E-05,1.52E-05,1.50E-05
gi|115438052|,Os01g0589800 protein,2.62E-05,2.68E-05,0.000213026,2.34E-05,2.40E-05,0.000171083,0.000414381,0.000467492,0.00013649,7.10E-05,7.29E-05,0.000204946,7.00E-05,2.28E-05,2.26E-05
gi|115438082|,"cDNA clone:002-117-A10, full insert sequence (cDNA clone:J023144F17, full insert sequence) (Cytosolic aldehyde dehydrogenase) (Os01g0591000 protein) (Putative aldehyde dehydrogenase (NAD+))",0.000356607,0.000266153,0.000148011,2.59E-05,4.42E-05,0.000152832,0.000175875,0.000252884,0.000271113,4.35E-05,0.000169848,0.000209408,6.00E-05,4.20E-05,7.48E-05
gi|115438250|,"Chlorophyll a-b binding protein 2, chloroplastic (LHCII type I CAB-2) (LHCP)",0.014087742,0.011422153,0.014404776,0.010496062,0.013410242,0.013671263,0.011417803,0.010885118,0.01076582,0.014814976,0.015352751,0.014385721,0.009737317,0.008864369,0.008947589
gi|115438420|,Os01g0608000 protein,0.000221266,0.000167269,6.08E-05,2.58E-05,9.71E-05,6.28E-05,8.19E-05,9.09E-05,0.000130295,7.82E-05,0.000115998,0.000158856,4.28E-05,2.51E-05,7.47E-05
gi|115438478|,"Os01g0611000 cDNA clone:001-029-E10, full insert sequence (cDNA clone:J023127H12, full insert sequence) (Os01g0611000 protein) (Putative uncharacterized protein) (Putative uncharacterized protein P0046B10.2-1) (Putative uncharacterized protein P0410E03.33-1)",3.93E-05,4.02E-05,3.55E-05,1.17E-05,3.61E-05,1.22E-05,0.000111564,4.12E-05,9.55E-05,1.18E-05,3.65E-05,1.14E-05,1.17E-05,3.42E-05,1.13E-05
gi|115438550|,Heterogeneous nuclear ribonucleoprotein A2/B1-like (Os01g0614500 protein),3.54E-05,3.62E-05,3.20E-05,7.38E-05,3.25E-05,0.000209071,0.000272673,1.24E-05,6.15E-05,5.33E-05,7.66E-05,9.23E-05,7.35E-05,7.19E-05,7.12E-05
gi|115438584|,Os01g0616100 protein (Fragment),4.61E-05,4.72E-05,5.95E-06,5.90E-06,6.05E-06,1.84E-05,8.02E-06,2.08E-05,6.87E-06,5.95E-06,6.11E-06,1.72E-05,1.76E-05,1.72E-05,3.98E-05
gi|115438604|,Acetyltransferase 1-like (Os01g0617500 protein),5.03E-06,5.14E-06,4.54E-06,2.25E-05,1.38E-05,1.41E-05,4.28E-05,2.64E-05,3.67E-05,1.36E-05,2.33E-05,3.93E-05,4.48E-06,1.31E-05,4.34E-06
gi|115438612|,"cDNA clone:006-202-F07, full insert sequence (Os01g0617900 protein) (Putative uncharacterized protein P0686E09.32-1)",0.000589428,0.000293697,0.000150182,0.000121644,0.000180235,9.87E-05,1.84E-05,4.76E-05,0.000236187,0.000177477,0.000126162,0.000275836,0.000147969,9.21E-05,0.000143425
gi|115438621|,DEAD-box ATP-dependent RNA helicase 25 (EC 3.6.1.-),7.95E-06,8.13E-06,7.18E-06,7.11E-06,7.29E-06,7.41E-06,2.90E-05,8.34E-06,8.28E-06,3.59E-05,3.69E-05,4.84E-05,7.07E-06,6.92E-06,6.86E-06
gi|115438661|,Uroporphyrinogen decarboxylase (EC 4.1.1.37),0.000201457,0.000181804,0.000139166,5.30E-05,0.000163062,9.95E-05,0.000216246,0.00013681,0.0001605,5.35E-05,5.50E-05,0.000154486,7.38E-05,9.29E-05,7.16E-05
gi|115438677|,"cDNA clone:J013054N18, full insert sequence (Ceramidase) (Os01g0624000 protein)",6.03E-06,6.17E-06,5.45E-06,5.93E-05,2.76E-05,3.94E-05,7.33E-06,6.33E-06,6.28E-06,5.45E-06,5.59E-06,1.57E-05,1.61E-05,1.57E-05,2.60E-05
gi|115438681|,Os01g0624500 protein,1.27E-05,3.91E-05,0.000172747,5.70E-05,5.85E-05,3.57E-05,0.000139582,1.34E-05,1.33E-05,1.15E-05,1.18E-05,1.11E-05,5.67E-05,1.11E-05,5.50E-05
gi|115438793|,Carbonic anhydrase (EC 4.2.1.1) (Fragment),0.007734353,0.009474828,0.017412194,0.012077254,0.014014659,0.014736843,0.01985429,0.017055673,0.015228532,0.018258959,0.016813871,0.018775865,0.014958961,0.014148051,0.013929831
gi|115438843|,"cDNA clone:J023014F07, full insert sequence (Na(+) dependent transporter-like) (Os01g0645200 protein)",1.18E-05,8.45E-05,5.33E-05,1.05E-05,7.58E-05,1.10E-05,1.44E-05,1.24E-05,6.15E-05,1.07E-05,1.09E-05,1.03E-05,3.15E-05,9.24E-05,9.16E-05
gi|115438875|,Malate dehydrogenase (EC 1.1.1.37),0.001752786,0.002003613,0.001077767,0.001277724,0.001337663,0.000947999,0.001881465,0.001994183,0.001672656,0.001476853,0.001434467,0.001318512,0.001009447,0.000910461,0.001258008
gi|115438917|,Putative ketol-acid reductoisomerase (Os01g0652600 protein),0.000306201,0.000348966,0.000355639,7.82E-06,8.83E-05,8.16E-06,0.000266075,0.00033973,0.000483073,0.000244981,8.11E-06,0.000220497,0.000163519,0.000175181,0.000218879
gi|115438939|,"NADP-specific isocitrate dehydrogenase (cDNA clone:001-038-H06, full insert sequence) (Os01g0654500 protein) (Putative NADP-specific isocitrate dehydrogenase) (Putative uncharacterized protein)",0.000578093,0.000382579,0.000501743,0.000253426,0.000322343,0.00020089,0.000758429,0.000416379,0.000507801,0.000378845,0.000473107,0.000423605,0.000171509,9.87E-06,0.000146685
gi|115438947|,Os01g0655800 Os01g0655800 protein (Fragment),6.88E-06,4.92E-05,6.21E-06,6.15E-06,6.31E-06,6.42E-06,7.53E-05,2.17E-05,3.58E-05,6.21E-06,5.74E-05,2.99E-05,6.12E-06,5.99E-06,5.93E-06
gi|115438975|,"cDNA clone:J023086K07, full insert sequence (Os01g0659200 protein) (Putative H+-exporting ATPase) (Putative uncharacterized protein)",0.000450849,0.0007017,0.000655184,0.000368134,0.000377618,0.000310834,0.001359262,0.001337243,0.000714776,0.000265599,0.000527255,0.000494045,0.000157021,0.000324249,0.000287487
gi|115438993|,Os01g0660900 protein,0.000117361,1.71E-05,4.54E-05,4.50E-05,1.54E-05,0.000234581,2.04E-05,1.76E-05,5.24E-05,4.54E-05,0.000108853,0.000131139,1.49E-05,1.46E-05,1.45E-05
gi|115439055|,"cDNA clone:001-038-F04, full insert sequence (cDNA clone:006-202-B10, full insert sequence) (cDNA clone:J013127E08, full insert sequence) (Os01g0667200 protein) (Putative glyoxalase II)",0.000172759,1.61E-05,9.93E-05,7.02E-05,4.32E-05,7.32E-05,1.91E-05,8.24E-05,1.64E-05,9.93E-05,0.000101968,9.55E-05,6.99E-05,6.84E-05,4.06E-05
gi|115439131|,Peroxiredoxin-2C (EC 1.11.1.15) (Peroxiredoxin IIC) (Thioredoxin reductase 2C),3.01E-05,3.08E-05,0.000299495,0.000512125,0.000580615,0.000702839,3.67E-05,9.49E-05,0.000282605,0.000680631,0.001202062,0.001126348,0.000456036,0.000446076,0.00054604
gi|115439209|,Os01g0681900 protein,2.20E-06,2.25E-06,2.98E-05,9.85E-06,6.06E-06,2.26E-05,6.70E-05,4.39E-05,7.57E-05,5.97E-06,1.84E-05,9.57E-06,1.96E-06,5.75E-06,1.90E-06
gi|115439213|,"cDNA clone:001-031-D08, full insert sequence (cDNA clone:J013158I10, full insert sequence) (Os01g0682500 protein) (Phosphoribulokinase/uridine kinase-like)",0.000757808,0.000589976,0.000541525,0.000475407,0.000363147,0.00051696,0.001114536,0.000557925,0.000978049,0.000398457,0.000241286,0.000462005,0.000654348,0.000738527,0.000731833
gi|115439241|,Os01g0685800 ATP synthase subunit beta (EC 3.6.3.14),0.003256662,8.98E-06,7.93E-06,7.85E-06,8.05E-06,8.19E-06,0.003107539,0.002680927,0.002277174,0.002846594,8.14E-06,0.002769302,7.81E-06,7.64E-06,7.57E-06
gi|115439261|,Guanine nucleotide-binding protein subunit beta-like protein (GPB-LR) (RWD),0.000446517,0.000810251,0.000481434,0.000425083,0.000409608,0.0004165,0.00057825,0.001043083,0.000645273,0.000533449,0.000654624,0.000488209,0.00024358,0.00036366,0.000434921
gi|115439267|,"cDNA clone:J023008N17, full insert sequence (Met-tRNAi formyl transferase-like) (Os01g0687500 protein)",1.35E-05,0.000124021,1.22E-05,6.02E-05,0.000111236,6.28E-05,8.20E-05,4.24E-05,9.83E-05,1.22E-05,1.25E-05,1.17E-05,3.60E-05,3.52E-05,8.14E-05
gi|115439441|,"Os01g0703400 cDNA clone:001-036-D06, full insert sequence (Farnesyl diphosphate synthase) (Farnesyl pyrophosphate synthase) (EC 2.5.1.1) (EC 2.5.1.10) (Os01g0703400 protein) (Putative farnesyl pyrophosphate synthetase)",0.000192168,0.000170339,1.16E-05,0.000103114,8.23E-05,3.58E-05,0.000327292,0.000255469,0.000173513,3.47E-05,1.19E-05,1.11E-05,1.14E-05,7.81E-05,3.32E-05
gi|115439513|,"cDNA clone:J023104J19, full insert sequence (Os01g0710000 protein) (Putative OsFVE) (Putative Y1 protein)",1.04E-05,7.45E-05,4.70E-05,9.31E-06,2.86E-05,4.85E-05,1.27E-05,1.09E-05,5.42E-05,4.70E-05,8.69E-05,8.14E-05,9.26E-06,9.06E-06,8.98E-06
gi|115439533|,Glycine dehydrogenase P protein (Os01g0711400 protein),0.003861482,0.004026022,0.003302243,0.003327748,0.003233141,0.004274244,0.002602202,0.002814803,0.003077,0.003056826,0.003208218,0.003006141,0.00355353,0.003394424,0.003113297
gi|115439541|,Os01g0712600 Methyltransferase-like (Os01g0712600 protein),0.000136815,7.77E-05,9.61E-05,6.80E-05,6.97E-05,1.42E-05,1.85E-05,1.60E-05,0.000142538,1.37E-05,7.05E-05,1.32E-05,4.06E-05,1.32E-05,6.56E-05
gi|115439545|,"cDNA clone:001-034-G03, full insert sequence (cDNA clone:006-301-D12, full insert sequence) (cDNA clone:006-308-D11, full insert sequence) (Beta-1,3-glucanase) (Os01g0713200 protein) (Putative uncharacterized protein)",1.46E-05,4.47E-05,0.000118414,0.000351681,0.000200412,0.00012227,5.32E-05,1.53E-05,1.52E-05,9.21E-05,1.35E-05,0.000139239,1.30E-05,0.000367723,0.000464911
gi|115439565|,Os01g0715400 Os01g0715400 protein,5.86E-05,1.63E-05,1.44E-05,4.76E-06,4.89E-06,4.97E-06,1.94E-05,5.03E-05,1.66E-05,4.81E-06,4.94E-06,4.63E-06,4.74E-06,4.64E-06,4.59E-06
gi|115439621|,"cDNA clone:001-013-E06, full insert sequence (cDNA clone:001-014-B02, full insert sequence) (cDNA clone:006-301-C12, full insert sequence) (Os01g0720500 protein) (Putative chlorophyll a/b-binding protein 3C) (Putative uncharacterized protein)",0.012428042,0.010379131,0.012037285,0.009142218,0.011503586,0.008175804,0.008480367,0.009316825,0.009637942,0.010686046,0.010903127,0.008884504,0.009165235,0.00958335,0.008464601
gi|115439647|,Os01g0722800 Os01g0722800 protein,1.68E-05,5.72E-06,5.05E-06,5.00E-06,5.13E-06,5.22E-06,6.13E-05,8.81E-05,9.91E-05,5.05E-06,3.63E-05,4.86E-06,4.98E-06,4.87E-06,4.83E-06
gi|115439655|,Malic enzyme (Fragment),0.000647773,0.000531657,0.000599617,0.000536392,0.000535538,0.000604226,0.000671292,0.00156954,0.001241429,0.000570686,0.000482137,0.000368365,0.00046266,0.000396857,0.000462252
gi|115439833|,Os01g0739400 Os01g0739400 protein,0.000108109,7.65E-05,0.00012771,7.44E-06,7.63E-06,2.33E-05,3.04E-05,0.000288022,0.000233927,7.51E-06,2.31E-05,2.17E-05,7.40E-06,2.17E-05,7.17E-06
gi|115439865|,Putative D-threonine dehydrogenase (Os01g0742300 protein),0.000277003,0.000283312,0.000338549,0.00021858,0.000284,0.00013679,0.000455919,0.000222317,0.000288591,0.000161905,0.000166245,0.000212418,0.000188534,0.000127673,0.000267088
gi|115439869|,Hexokinase-6 (EC 2.7.1.1) (Hexokinase-2),9.46E-06,0.000164537,0.000128228,5.92E-05,6.08E-05,2.65E-05,0.000218732,0.000327749,0.000226756,9.40E-05,7.90E-05,4.11E-05,4.21E-05,4.12E-05,2.45E-05
gi|115439877|,Os01g0743400 Putative tryptophanyl-tRNA synthetase (Os01g0743400 protein),6.02E-05,6.16E-05,5.44E-05,3.23E-05,1.10E-05,1.12E-05,4.39E-05,6.32E-05,1.25E-05,1.09E-05,1.12E-05,5.23E-05,1.07E-05,1.05E-05,3.12E-05
gi|115439933|,"cDNA clone:001-039-H01, full insert sequence (cDNA clone:006-207-D01, full insert sequence) (cDNA clone:J013130F13, full insert sequence) (cDNA clone:J023139E02, full insert sequence) (Os01g0749200 protein) (Putative ribosomal protein L13) (Putative uncharacterized protein)",1.99E-05,6.11E-05,0.000161802,0.000302563,0.000237332,0.000389834,2.42E-05,0.000104435,2.07E-05,0.000197747,0.000350717,0.000328626,0.000194844,0.000190589,0.000394892
gi|115439983|,Os01g0753100 Putative NOGO-interacting mitochondrial protein (Os01g0753100 protein),1.34E-05,4.12E-05,1.21E-05,6.01E-05,1.23E-05,3.76E-05,0.000147137,4.23E-05,9.80E-05,3.64E-05,3.74E-05,1.17E-05,1.20E-05,1.17E-05,1.16E-05
gi|115440043|,Os01g0758300 Phosphoenolpyruvate carboxylase (EC 4.1.1.31),0.000203214,0.000248397,0.000335806,0.000305845,4.55E-06,0.000429961,6.03E-06,5.20E-06,5.16E-06,0.000255198,4.60E-06,0.000236917,4.41E-06,4.32E-06,0.000269387
gi|115440075|,"Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Transaminase A)",0.000177637,9.62E-05,0.000160469,0.000214929,0.000220466,0.000185189,0.000521187,0.000230302,0.000402795,0.000141582,0.000145377,0.000118057,0.000158105,0.00019104,0.000117191
gi|115440119|,Probable glutathione S-transferase GSTF2 (EC 2.5.1.18) (GST-II),0.001933588,0.001044364,0.000922422,0.000680026,0.001136001,0.000830873,0.000555032,0.000706853,0.001561785,0.001550363,0.001390409,0.002095858,0.00048342,0.00058635,0.000656007
gi|115440133|,Os01g0764900 protein,1.01E-05,3.09E-05,9.11E-06,4.51E-05,2.78E-05,4.70E-05,1.23E-05,9.53E-05,7.36E-05,9.11E-06,2.81E-05,6.14E-05,8.98E-06,8.78E-06,8.70E-06
gi|115440273|,"cDNA clone:J023105J09, full insert sequence (Os01g0776600 protein) (Putative purple acid phosphatase) (Putative uncharacterized protein)",6.89E-05,7.04E-05,0.000168858,4.40E-05,2.71E-05,4.59E-05,0.000107715,0.000258132,0.000215242,2.67E-05,4.56E-05,4.28E-05,8.76E-06,8.57E-06,8.49E-06
gi|115440369|,"cDNA clone:006-205-D02, full insert sequence (cDNA clone:006-307-B10, full insert sequence) (Os01g0784800 protein) (Putative quinone-oxidoreductase QR2) (Putative uncharacterized protein)",0.000216256,0.000270333,0.000369005,0.000537216,0.000418802,0.00029137,0.001140026,0.00148789,0.001476983,0.000455803,0.000512593,0.000689135,0.000534659,0.000481143,0.000476782
gi|115440423|,Photosystem I P700 chlorophyll A apoprotein,0.008390377,0.0086247,0.007459474,0.010489798,0.010804347,0.010344045,0.005373559,0.004997098,0.004840939,0.008773569,0.008314239,0.007853522,0.010842949,0.011074022,0.011583137
gi|115440489|,"Os01g0798500 cDNA clone:J013138A22, full insert sequence (Os01g0798500 protein) (Putative uncharacterized protein P0691E06.11-1)",0.00021383,0.000151408,0.000133729,4.41E-05,1.51E-05,4.60E-05,2.00E-05,0.000189894,8.57E-05,1.49E-05,7.63E-05,7.15E-05,4.39E-05,1.43E-05,1.42E-05
gi|115440503|,Phosphoglycerate kinase (EC 2.7.2.3),0.001460621,0.00142712,0.001289972,0.000737036,0.000935673,0.001057976,0.001101875,0.000864966,0.001147668,0.001024546,0.001339606,0.001170127,0.001082135,0.001172167,0.000964431
gi|115440509|,"cDNA clone:J013071K14, full insert sequence (Os01g0800500 protein) (Putative diphosphonucleotide phosphatase 1)",3.82E-05,5.47E-05,3.45E-05,4.79E-05,4.91E-05,7.84E-05,9.30E-06,0.000104313,0.000183201,3.45E-05,3.55E-05,3.32E-05,2.04E-05,4.66E-05,4.62E-05
